ISBN,Title,Author,Year,Publisher,stemmed_title,lemmatized_title,Title_stem,Author_stem,Publisher_stem,Year_stem
3480203582,Macht ja nix. Oder: Das kann jedem mal passieren.,Nele Moost,1998,Esslinger Verlag Schreiber,macht ja nix . oder : da kann jedem mal passieren .,macht ja nix . oder : da kann jedem mal passieren .,ja nix . : kann jedem mal passieren .,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
950511611X,"Club Dumas, El",Arturo Perez-Reverte,2000,"Alfaguara Ediciones, S.A. (Spain)","club duma , el","club duma , el",",",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0140288910,Visible Panty Line,Gretel Killeen,0,Penguin Putnam~trade,visibl panti line,visibl panti line,,,,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1587172046,The Wind in the Willows,Kenneth Grahame,2002,Seastar Books,the wind in the willow,the wind in the willow,in the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
1550132644,Workaholics: The Respectable Addicts,Barbara Killinger,1991,H B Fenn & Co,workahol : the respect addict,workahol : the respect addict,:,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0870444409,"America's Wild and Scenic Rivers (Special Publications Series 18, No. 2)",Donald J. Crump,1983,National Geographic Society,"america 's wild and scenic river ( special public seri 18 , no . 2 )","america 's wild and scenic river ( special public seri 18 , no . 2 )","'s and ( 18 , . 2 )",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0312970234,Incident at Twenty-Mile,Trevanian,1999,St. Martin's Press,incid at twenty-mil,incid at twenty-mil,at,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0062554468,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,1992,HarperCollins Publishers,codepend no more : how to stop control other and start care for yourself,codepend no more : how to stop control other and start care for yourself,: to and for,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0140350748,The Jungle Book (Puffin Classics),Rudyard Kipling,1987,Penguin USA,the jungl book ( puffin classic ),the jungl book ( puffin classic ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
039470388X,"The Era of Reconstruction, 1865-1877",Kenneth M. Stampp,1965,Vintage Books USA,"the era of reconstruct , 1865-1877","the era of reconstruct , 1865-1877","of , 1865-1877",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0375401911,"The Short History of a Prince (Cassette, abridged)",Jane Hamilton,1998,Random House,"the short histori of a princ ( cassett , abridg )","the short histori of a princ ( cassett , abridg )","of a ( , )",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
0312048351,The Short Story: 30 Masterpieces,Beverly Lawn,1992,St. Martin's Press,the short stori : 30 masterpiec,the short stori : 30 masterpiec,: 30,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1565923790,Web Performance Tuning: Speeding Up the Web (O'Reilly Nutshell),Patrick Killelea,1998,O'Reilly,web perform tune : speed up the web ( o'reilli nutshel ),web perform tune : speed up the web ( o'reilli nutshel ),: the ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
034538055X,The Far Kingdoms,Allan Cole,1993,Ballantine Books,the far kingdom,the far kingdom,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3499152711,Aufruhr in Oxford. Gaudy Night,Dorothy L. Sayers,1983,Rowohlt Tb.,aufruhr in oxford . gaudi night,aufruhr in oxford . gaudi night,in .,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0933216130,Lesbian Sex,JoAnn Loulan,1984,Spinsters Ink Books,lesbian sex,lesbian sex,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0802131867,Subterraneans,Jack Kerouac,1989,Grove Press,subterranean,subterranean,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8433920553,Mar de Fondo,Patricia Highsmith,1996,Anagrama,mar de fondo,mar de fondo,de,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0198662211,The Oxford Companion to English Literature (Oxford Companion to English Literature),Margaret Drabble,1995,Oxford University Press,the oxford companion to english literatur ( oxford companion to english literatur ),the oxford companion to english literatur ( oxford companion to english literatur ),to ( to ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0765343274,The King's Peace (Sulien),Jo Walton,2002,Tor Fantasy,the king 's peac ( sulien ),the king 's peac ( sulien ),'s ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
0441033423,Athyra,Steven Brust,1993,Ace Books,athyra,athyra,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8437614651,Poesias Completas,Arthur Rimbaud,1997,Ediciones Catedra S.A.,poesia completa,poesia completa,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
202005146X,Mythe de la libertÃ?Â© et la voie de la mÃ?Â©ditation,ChÃ?Â¶gyam Trungpa,1979,Seuil,myth de la libertã ? â© et la voie de la mã ? â©ditat,myth de la libertã ? â© et la voie de la mã ? â©ditat,de la ? et la voie de la ?,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0345294750,Compassion and Self Hate an Alternative To,Theodore I Rubin,1980,Ballantine Books,compass and self hate an altern to,compass and self hate an altern to,and an,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1573220132,A Cat,Leonard Michaels,1995,Putnam Pub Group,a cat,a cat,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3463022184,HomosexualitÃ¤t des Mannes: Eine tiefenpsychologische Studie (Kindler-TaschenbÃ¼cher. Geist und Psyche),Peter Schellenbaum,1980,Kindler,homosexualitã¤t de mann : ein tiefenpsychologisch studi ( kindler-taschenbã¼ch . geist und psych ),homosexualitã¤t de mann : ein tiefenpsychologisch studi ( kindler-taschenbã¼ch . geist und psych ),: ( . und ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1562931164,The Littlest Angel (Storytime Christmas Books),Cathy East Dubowski,1994,McClanahan Book Company,the littlest angel ( storytim christma book ),the littlest angel ( storytim christma book ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1564764176,The 25 Days of Christmas,Rebecca Bauer,1994,Cook Communications Ministries intl,the 25 day of christma,the 25 day of christma,25 of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0671875086,Mistletoe and Holly (Holiday Classics),Janet Dailey,1993,Pocket,mistleto and holli ( holiday classic ),mistleto and holli ( holiday classic ),and ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0451459113,Children of the Shaman (Roc Fantasy),Jessica Rydill,2003,Roc,children of the shaman ( roc fantasi ),child of the shaman ( roc fantasi ),of the ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0671703366,The INSIDER,Donald Goddard,1992,Pocket,the insid,the insid,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1586604910,Playing by Heart,Deborah Raney,2003,Barbour Publishing,play by heart,play by heart,by,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
8423309142,Requiem Por un Campesino Espanol (Coleccibon Destinolibro),Ramon J. Sender,1997,Destino Ediciones,requiem por un campesino espanol ( coleccibon destinolibro ),requiem por un campesino espanol ( coleccibon destinolibro ),un ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2070383040,La ConquÃ?Âªte de Plassans,Emile Zola,1991,Gallimard,la conquã ? âªte de plassan,la conquã ? âªte de plassan,? de,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0380723379,The Cat on My Shoulder,Rogak Angowski,1994,Harpercollins,the cat on my shoulder,the cat on my shoulder,on,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
020155805X,Computer-Related Risks,Peter G. Neumann,1995,Addison-Wesley Professional,computer-rel risk,computer-rel risk,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3570009661,Inseln der SÃ¼dsee: 7 Reisen ins Paradies,Hans Otto Meissner,1979,Bertelsmann,inseln der sã¼dsee : 7 reisen in paradi,inseln der sã¼dsee : 7 reisen in paradi,der : 7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0373870493,To Love And Honor (Love Inspired : Heartwarming Inspirational Romance),Irene Brand,1998,Steeple Hill,to love and honor ( love inspir : heartwarm inspir romanc ),to love and honor ( love inspir : heartwarm inspir romanc ),( : ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
0373880421,"Between Us (Keepsake, No 42)",Josephine Wunsch,1989,Harlequin,"between us ( keepsak , no 42 )","between u ( keepsak , no 42 )","( , 42 )",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0060000708,The Wisdom of Tenderness : What Happens When God's Fierce Mercy Transforms Our Lives,Brennan Manning,2002,HarperSanFrancisco,the wisdom of tender : what happen when god 's fierc merci transform our live,the wisdom of tender : what happen when god 's fierc merci transform our live,of : 's,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
8433967401,Intercambios,David Lodge,2003,Anagrama,intercambio,intercambio,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0821762257,Highland Fire (Zebra Splendor Historical Romances),Joyce Carlow,1999,Zebra Books,highland fire ( zebra splendor histor romanc ),highland fire ( zebra splendor histor romanc ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0553244930,Dennison's War,Adam Lassiter,1986,Bantam Books,dennison 's war,dennison 's war,'s,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0395957737,Shoeless Joe,W. P. Kinsella,1999,Mariner Books,shoeless joe,shoeless joe,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0821752693,The Angel and the Prince,Laurel O'Donnell,1996,Zebra Books,the angel and the princ,the angel and the princ,and the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0943641187,"The Book of U.S. Government Jobs: Where They Are, What's Available, and How to Get One (Book of Us Government Jobs, 7th ed)",Dennis V. Damp,2000,Bookhaven Press,"the book of u.s. govern job : where they are , what 's avail , and how to get one ( book of us govern job , 7th ed )","the book of u.s. govern job : where they are , what 's avail , and how to get one ( book of u govern job , 7th ed )","of : , 's , and to ( of , 7th ed )",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0316173347,Show Business Kills: A Novel,Iris Rainer Dart,1995,Little Brown & Co,show busi kill : a novel,show busi kill : a novel,:,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0312287569,The Seventh Scroll,Wilbur Smith,2001,St. Martin's Griffin,the seventh scroll,the seventh scroll,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0805073469,Knee-Deep in Wonder : A Novel,April Reynolds,2003,Metropolitan Books,knee-deep in wonder : a novel,knee-deep in wonder : a novel,in :,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
1593080026,The CALL OF THE WILD AND WHITE FANG (B&N Classics Mass Market),Jack London,2003,Barnes &amp; Noble,the call of the wild and white fang ( b & n classic mass market ),the call of the wild and white fang ( b & n classic mass market ),( & ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0765303086,A Scholar of Magics (A College of Magics),Caroline Stevermer,2004,Tor Books,a scholar of magic ( a colleg of magic ),a scholar of magic ( a colleg of magic ),of ( of ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
0140450378,"Candida: A Pleasant Play (Shaw, Bernard, Bernard Shaw Library.)",Bernard Shaw,1950,Penguin Books,"candida : a pleasant play ( shaw , bernard , bernard shaw librari . )","candida : a pleasant play ( shaw , bernard , bernard shaw librari . )",": ( , , . )",,,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0890430594,Consumer Reports 1987 Buying Guide Issue,Consumer Reports,1986,Consumer Reports Books,consum report 1987 buy guid issu,consum report 1987 buy guid issu,1987,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0684174731,CRY THE BELOVED COUNTRY (Scribner Classics),Alan Paton,1982,Scribner Paper Fiction,cri the belov countri ( scribner classic ),cri the belov countri ( scribner classic ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
084394742X,Seven Brides: Daisy (Seven Brides),Leigh Greenwood,2000,Leisure Books,seven bride : daisi ( seven bride ),seven bride : daisi ( seven bride ),: ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0385509049,Paradise of Cities : Venice In the 19th Century,JOHN JULIUS NORWICH,2003,Doubleday,paradis of citi : venic in the 19th centuri,paradis of citi : venic in the 19th centuri,of : the 19th,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0316234230,Ed Emberley's Big Purple Drawing Book,Edward R Emberley,1981,"Little, Brown",ed emberley 's big purpl draw book,ed emberley 's big purpl draw book,'s,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8467004118,Irak: El Estado Incierto,Eric Frattini,2003,"Espasa Calpe Mexicana, S.A.",irak : el estado incierto,irak : el estado incierto,:,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0345458842,Survival of the Fittest,Jonathan Kellerman,2002,Ballantine Books,surviv of the fittest,surviv of the fittest,of the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
0671630326,Bundy: The Deliberate Stranger,Jodie Larsen,1986,Pocket,bundi : the deliber stranger,bundi : the deliber stranger,:,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0316289876,A Short History of Lyme Regis,John Fowles,1983,Little Brown & Co,a short histori of lyme regi,a short histori of lyme regi,of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
